id,href,name,detail,type1,type2
206,https://bulbapedia.bulbagarden.net/wiki/Dunsparce_(Pok%C3%A9mon),Dunsparce,,Normal,
207,https://bulbapedia.bulbagarden.net/wiki/Gligar_(Pok%C3%A9mon),Gligar,,Ground,Flying
208,https://bulbapedia.bulbagarden.net/wiki/Steelix_(Pok%C3%A9mon),Steelix,,Steel,Ground
209,https://bulbapedia.bulbagarden.net/wiki/Snubbull_(Pok%C3%A9mon),Snubbull,,Fairy,
210,https://bulbapedia.bulbagarden.net/wiki/Granbull_(Pok%C3%A9mon),Granbull,,Fairy,
211,https://bulbapedia.bulbagarden.net/wiki/Qwilfish_(Pok%C3%A9mon),Qwilfish,,Water,Poison
211,https://bulbapedia.bulbagarden.net/wiki/Qwilfish_(Pok%C3%A9mon),Qwilfish,Hisuian Form,Dark,Poison
212,https://bulbapedia.bulbagarden.net/wiki/Scizor_(Pok%C3%A9mon),Scizor,,Bug,Steel
213,https://bulbapedia.bulbagarden.net/wiki/Shuckle_(Pok%C3%A9mon),Shuckle,,Bug,Rock
214,https://bulbapedia.bulbagarden.net/wiki/Heracross_(Pok%C3%A9mon),Heracross,,Bug,Fighting
215,https://bulbapedia.bulbagarden.net/wiki/Sneasel_(Pok%C3%A9mon),Sneasel,,Dark,Ice
215,https://bulbapedia.bulbagarden.net/wiki/Sneasel_(Pok%C3%A9mon),Sneasel,Hisuian Form,Fighting,Poison
216,https://bulbapedia.bulbagarden.net/wiki/Teddiursa_(Pok%C3%A9mon),Teddiursa,,Normal,
217,https://bulbapedia.bulbagarden.net/wiki/Ursaring_(Pok%C3%A9mon),Ursaring,,Normal,
218,https://bulbapedia.bulbagarden.net/wiki/Slugma_(Pok%C3%A9mon),Slugma,,Fire,
219,https://bulbapedia.bulbagarden.net/wiki/Magcargo_(Pok%C3%A9mon),Magcargo,,Fire,Rock
220,https://bulbapedia.bulbagarden.net/wiki/Swinub_(Pok%C3%A9mon),Swinub,,Ice,Ground
221,https://bulbapedia.bulbagarden.net/wiki/Piloswine_(Pok%C3%A9mon),Piloswine,,Ice,Ground
222,https://bulbapedia.bulbagarden.net/wiki/Corsola_(Pok%C3%A9mon),Corsola,,Water,Rock
222,https://bulbapedia.bulbagarden.net/wiki/Corsola_(Pok%C3%A9mon),Corsola,Galarian Form,Ghost,
223,https://bulbapedia.bulbagarden.net/wiki/Remoraid_(Pok%C3%A9mon),Remoraid,,Water,
224,https://bulbapedia.bulbagarden.net/wiki/Octillery_(Pok%C3%A9mon),Octillery,,Water,
225,https://bulbapedia.bulbagarden.net/wiki/Delibird_(Pok%C3%A9mon),Delibird,,Ice,Flying
226,https://bulbapedia.bulbagarden.net/wiki/Mantine_(Pok%C3%A9mon),Mantine,,Water,Flying
227,https://bulbapedia.bulbagarden.net/wiki/Skarmory_(Pok%C3%A9mon),Skarmory,,Steel,Flying
228,https://bulbapedia.bulbagarden.net/wiki/Houndour_(Pok%C3%A9mon),Houndour,,Dark,Fire
229,https://bulbapedia.bulbagarden.net/wiki/Houndoom_(Pok%C3%A9mon),Houndoom,,Dark,Fire
230,https://bulbapedia.bulbagarden.net/wiki/Kingdra_(Pok%C3%A9mon),Kingdra,,Water,Dragon
231,https://bulbapedia.bulbagarden.net/wiki/Phanpy_(Pok%C3%A9mon),Phanpy,,Ground,
232,https://bulbapedia.bulbagarden.net/wiki/Donphan_(Pok%C3%A9mon),Donphan,,Ground,
233,https://bulbapedia.bulbagarden.net/wiki/Porygon2_(Pok%C3%A9mon),Porygon2,,Normal,
234,https://bulbapedia.bulbagarden.net/wiki/Stantler_(Pok%C3%A9mon),Stantler,,Normal,
235,https://bulbapedia.bulbagarden.net/wiki/Smeargle_(Pok%C3%A9mon),Smeargle,,Normal,
236,https://bulbapedia.bulbagarden.net/wiki/Tyrogue_(Pok%C3%A9mon),Tyrogue,,Fighting,
237,https://bulbapedia.bulbagarden.net/wiki/Hitmontop_(Pok%C3%A9mon),Hitmontop,,Fighting,
238,https://bulbapedia.bulbagarden.net/wiki/Smoochum_(Pok%C3%A9mon),Smoochum,,Ice,Psychic
239,https://bulbapedia.bulbagarden.net/wiki/Elekid_(Pok%C3%A9mon),Elekid,,Electric,
240,https://bulbapedia.bulbagarden.net/wiki/Magby_(Pok%C3%A9mon),Magby,,Fire,
241,https://bulbapedia.bulbagarden.net/wiki/Miltank_(Pok%C3%A9mon),Miltank,,Normal,
242,https://bulbapedia.bulbagarden.net/wiki/Blissey_(Pok%C3%A9mon),Blissey,,Normal,
243,https://bulbapedia.bulbagarden.net/wiki/Raikou_(Pok%C3%A9mon),Raikou,,Electric,
244,https://bulbapedia.bulbagarden.net/wiki/Entei_(Pok%C3%A9mon),Entei,,Fire,
245,https://bulbapedia.bulbagarden.net/wiki/Suicune_(Pok%C3%A9mon),Suicune,,Water,
246,https://bulbapedia.bulbagarden.net/wiki/Larvitar_(Pok%C3%A9mon),Larvitar,,Rock,Ground
247,https://bulbapedia.bulbagarden.net/wiki/Pupitar_(Pok%C3%A9mon),Pupitar,,Rock,Ground
248,https://bulbapedia.bulbagarden.net/wiki/Tyranitar_(Pok%C3%A9mon),Tyranitar,,Rock,Dark
249,https://bulbapedia.bulbagarden.net/wiki/Lugia_(Pok%C3%A9mon),Lugia,,Psychic,Flying
250,https://bulbapedia.bulbagarden.net/wiki/Ho-Oh_(Pok%C3%A9mon),Ho-Oh,,Fire,Flying
251,https://bulbapedia.bulbagarden.net/wiki/Celebi_(Pok%C3%A9mon),Celebi,,Psychic,Grass
252,https://bulbapedia.bulbagarden.net/wiki/Treecko_(Pok%C3%A9mon),Treecko,,Grass,
253,https://bulbapedia.bulbagarden.net/wiki/Grovyle_(Pok%C3%A9mon),Grovyle,,Grass,
254,https://bulbapedia.bulbagarden.net/wiki/Sceptile_(Pok%C3%A9mon),Sceptile,,Grass,
255,https://bulbapedia.bulbagarden.net/wiki/Torchic_(Pok%C3%A9mon),Torchic,,Fire,
256,https://bulbapedia.bulbagarden.net/wiki/Combusken_(Pok%C3%A9mon),Combusken,,Fire,Fighting
257,https://bulbapedia.bulbagarden.net/wiki/Blaziken_(Pok%C3%A9mon),Blaziken,,Fire,Fighting
258,https://bulbapedia.bulbagarden.net/wiki/Mudkip_(Pok%C3%A9mon),Mudkip,,Water,
259,https://bulbapedia.bulbagarden.net/wiki/Marshtomp_(Pok%C3%A9mon),Marshtomp,,Water,Ground
260,https://bulbapedia.bulbagarden.net/wiki/Swampert_(Pok%C3%A9mon),Swampert,,Water,Ground
261,https://bulbapedia.bulbagarden.net/wiki/Poochyena_(Pok%C3%A9mon),Poochyena,,Dark,
262,https://bulbapedia.bulbagarden.net/wiki/Mightyena_(Pok%C3%A9mon),Mightyena,,Dark,
263,https://bulbapedia.bulbagarden.net/wiki/Zigzagoon_(Pok%C3%A9mon),Zigzagoon,,Normal,
263,https://bulbapedia.bulbagarden.net/wiki/Zigzagoon_(Pok%C3%A9mon),Zigzagoon,Galarian Form,Dark,Normal
264,https://bulbapedia.bulbagarden.net/wiki/Linoone_(Pok%C3%A9mon),Linoone,,Normal,
264,https://bulbapedia.bulbagarden.net/wiki/Linoone_(Pok%C3%A9mon),Linoone,Galarian Form,Dark,Normal
265,https://bulbapedia.bulbagarden.net/wiki/Wurmple_(Pok%C3%A9mon),Wurmple,,Bug,
266,https://bulbapedia.bulbagarden.net/wiki/Silcoon_(Pok%C3%A9mon),Silcoon,,Bug,
267,https://bulbapedia.bulbagarden.net/wiki/Beautifly_(Pok%C3%A9mon),Beautifly,,Bug,Flying
268,https://bulbapedia.bulbagarden.net/wiki/Cascoon_(Pok%C3%A9mon),Cascoon,,Bug,
269,https://bulbapedia.bulbagarden.net/wiki/Dustox_(Pok%C3%A9mon),Dustox,,Bug,Poison
270,https://bulbapedia.bulbagarden.net/wiki/Lotad_(Pok%C3%A9mon),Lotad,,Water,Grass
271,https://bulbapedia.bulbagarden.net/wiki/Lombre_(Pok%C3%A9mon),Lombre,,Water,Grass
272,https://bulbapedia.bulbagarden.net/wiki/Ludicolo_(Pok%C3%A9mon),Ludicolo,,Water,Grass
273,https://bulbapedia.bulbagarden.net/wiki/Seedot_(Pok%C3%A9mon),Seedot,,Grass,
274,https://bulbapedia.bulbagarden.net/wiki/Nuzleaf_(Pok%C3%A9mon),Nuzleaf,,Grass,Dark
275,https://bulbapedia.bulbagarden.net/wiki/Shiftry_(Pok%C3%A9mon),Shiftry,,Grass,Dark
276,https://bulbapedia.bulbagarden.net/wiki/Taillow_(Pok%C3%A9mon),Taillow,,Normal,Flying
277,https://bulbapedia.bulbagarden.net/wiki/Swellow_(Pok%C3%A9mon),Swellow,,Normal,Flying
278,https://bulbapedia.bulbagarden.net/wiki/Wingull_(Pok%C3%A9mon),Wingull,,Water,Flying
279,https://bulbapedia.bulbagarden.net/wiki/Pelipper_(Pok%C3%A9mon),Pelipper,,Water,Flying
280,https://bulbapedia.bulbagarden.net/wiki/Ralts_(Pok%C3%A9mon),Ralts,,Psychic,Fairy
281,https://bulbapedia.bulbagarden.net/wiki/Kirlia_(Pok%C3%A9mon),Kirlia,,Psychic,Fairy
282,https://bulbapedia.bulbagarden.net/wiki/Gardevoir_(Pok%C3%A9mon),Gardevoir,,Psychic,Fairy
283,https://bulbapedia.bulbagarden.net/wiki/Surskit_(Pok%C3%A9mon),Surskit,,Bug,Water
284,https://bulbapedia.bulbagarden.net/wiki/Masquerain_(Pok%C3%A9mon),Masquerain,,Bug,Flying
285,https://bulbapedia.bulbagarden.net/wiki/Shroomish_(Pok%C3%A9mon),Shroomish,,Grass,
286,https://bulbapedia.bulbagarden.net/wiki/Breloom_(Pok%C3%A9mon),Breloom,,Grass,Fighting
287,https://bulbapedia.bulbagarden.net/wiki/Slakoth_(Pok%C3%A9mon),Slakoth,,Normal,
288,https://bulbapedia.bulbagarden.net/wiki/Vigoroth_(Pok%C3%A9mon),Vigoroth,,Normal,
289,https://bulbapedia.bulbagarden.net/wiki/Slaking_(Pok%C3%A9mon),Slaking,,Normal,
290,https://bulbapedia.bulbagarden.net/wiki/Nincada_(Pok%C3%A9mon),Nincada,,Bug,Ground
291,https://bulbapedia.bulbagarden.net/wiki/Ninjask_(Pok%C3%A9mon),Ninjask,,Bug,Flying
292,https://bulbapedia.bulbagarden.net/wiki/Shedinja_(Pok%C3%A9mon),Shedinja,,Bug,Ghost
293,https://bulbapedia.bulbagarden.net/wiki/Whismur_(Pok%C3%A9mon),Whismur,,Normal,
294,https://bulbapedia.bulbagarden.net/wiki/Loudred_(Pok%C3%A9mon),Loudred,,Normal,
295,https://bulbapedia.bulbagarden.net/wiki/Exploud_(Pok%C3%A9mon),Exploud,,Normal,
296,https://bulbapedia.bulbagarden.net/wiki/Makuhita_(Pok%C3%A9mon),Makuhita,,Fighting,
297,https://bulbapedia.bulbagarden.net/wiki/Hariyama_(Pok%C3%A9mon),Hariyama,,Fighting,
298,https://bulbapedia.bulbagarden.net/wiki/Azurill_(Pok%C3%A9mon),Azurill,,Normal,Fairy
299,https://bulbapedia.bulbagarden.net/wiki/Nosepass_(Pok%C3%A9mon),Nosepass,,Rock,
300,https://bulbapedia.bulbagarden.net/wiki/Skitty_(Pok%C3%A9mon),Skitty,,Normal,
301,https://bulbapedia.bulbagarden.net/wiki/Delcatty_(Pok%C3%A9mon),Delcatty,,Normal,
302,https://bulbapedia.bulbagarden.net/wiki/Sableye_(Pok%C3%A9mon),Sableye,,Dark,Ghost
303,https://bulbapedia.bulbagarden.net/wiki/Mawile_(Pok%C3%A9mon),Mawile,,Steel,Fairy
304,https://bulbapedia.bulbagarden.net/wiki/Aron_(Pok%C3%A9mon),Aron,,Steel,Rock
305,https://bulbapedia.bulbagarden.net/wiki/Lairon_(Pok%C3%A9mon),Lairon,,Steel,Rock
306,https://bulbapedia.bulbagarden.net/wiki/Aggron_(Pok%C3%A9mon),Aggron,,Steel,Rock
307,https://bulbapedia.bulbagarden.net/wiki/Meditite_(Pok%C3%A9mon),Meditite,,Fighting,Psychic
308,https://bulbapedia.bulbagarden.net/wiki/Medicham_(Pok%C3%A9mon),Medicham,,Fighting,Psychic
309,https://bulbapedia.bulbagarden.net/wiki/Electrike_(Pok%C3%A9mon),Electrike,,Electric,
310,https://bulbapedia.bulbagarden.net/wiki/Manectric_(Pok%C3%A9mon),Manectric,,Electric,
311,https://bulbapedia.bulbagarden.net/wiki/Plusle_(Pok%C3%A9mon),Plusle,,Electric,
312,https://bulbapedia.bulbagarden.net/wiki/Minun_(Pok%C3%A9mon),Minun,,Electric,
313,https://bulbapedia.bulbagarden.net/wiki/Volbeat_(Pok%C3%A9mon),Volbeat,,Bug,
314,https://bulbapedia.bulbagarden.net/wiki/Illumise_(Pok%C3%A9mon),Illumise,,Bug,
315,https://bulbapedia.bulbagarden.net/wiki/Roselia_(Pok%C3%A9mon),Roselia,,Grass,Poison
316,https://bulbapedia.bulbagarden.net/wiki/Gulpin_(Pok%C3%A9mon),Gulpin,,Poison,
317,https://bulbapedia.bulbagarden.net/wiki/Swalot_(Pok%C3%A9mon),Swalot,,Poison,
318,https://bulbapedia.bulbagarden.net/wiki/Carvanha_(Pok%C3%A9mon),Carvanha,,Water,Dark
319,https://bulbapedia.bulbagarden.net/wiki/Sharpedo_(Pok%C3%A9mon),Sharpedo,,Water,Dark
320,https://bulbapedia.bulbagarden.net/wiki/Wailmer_(Pok%C3%A9mon),Wailmer,,Water,
321,https://bulbapedia.bulbagarden.net/wiki/Wailord_(Pok%C3%A9mon),Wailord,,Water,
322,https://bulbapedia.bulbagarden.net/wiki/Numel_(Pok%C3%A9mon),Numel,,Fire,Ground
323,https://bulbapedia.bulbagarden.net/wiki/Camerupt_(Pok%C3%A9mon),Camerupt,,Fire,Ground
324,https://bulbapedia.bulbagarden.net/wiki/Torkoal_(Pok%C3%A9mon),Torkoal,,Fire,
325,https://bulbapedia.bulbagarden.net/wiki/Spoink_(Pok%C3%A9mon),Spoink,,Psychic,
326,https://bulbapedia.bulbagarden.net/wiki/Grumpig_(Pok%C3%A9mon),Grumpig,,Psychic,
327,https://bulbapedia.bulbagarden.net/wiki/Spinda_(Pok%C3%A9mon),Spinda,,Normal,
328,https://bulbapedia.bulbagarden.net/wiki/Trapinch_(Pok%C3%A9mon),Trapinch,,Ground,
329,https://bulbapedia.bulbagarden.net/wiki/Vibrava_(Pok%C3%A9mon),Vibrava,,Ground,Dragon
330,https://bulbapedia.bulbagarden.net/wiki/Flygon_(Pok%C3%A9mon),Flygon,,Ground,Dragon
331,https://bulbapedia.bulbagarden.net/wiki/Cacnea_(Pok%C3%A9mon),Cacnea,,Grass,
332,https://bulbapedia.bulbagarden.net/wiki/Cacturne_(Pok%C3%A9mon),Cacturne,,Grass,Dark
333,https://bulbapedia.bulbagarden.net/wiki/Swablu_(Pok%C3%A9mon),Swablu,,Normal,Flying
334,https://bulbapedia.bulbagarden.net/wiki/Altaria_(Pok%C3%A9mon),Altaria,,Dragon,Flying
335,https://bulbapedia.bulbagarden.net/wiki/Zangoose_(Pok%C3%A9mon),Zangoose,,Normal,
336,https://bulbapedia.bulbagarden.net/wiki/Seviper_(Pok%C3%A9mon),Seviper,,Poison,
337,https://bulbapedia.bulbagarden.net/wiki/Lunatone_(Pok%C3%A9mon),Lunatone,,Rock,Psychic
338,https://bulbapedia.bulbagarden.net/wiki/Solrock_(Pok%C3%A9mon),Solrock,,Rock,Psychic
339,https://bulbapedia.bulbagarden.net/wiki/Barboach_(Pok%C3%A9mon),Barboach,,Water,Ground
340,https://bulbapedia.bulbagarden.net/wiki/Whiscash_(Pok%C3%A9mon),Whiscash,,Water,Ground
341,https://bulbapedia.bulbagarden.net/wiki/Corphish_(Pok%C3%A9mon),Corphish,,Water,
342,https://bulbapedia.bulbagarden.net/wiki/Crawdaunt_(Pok%C3%A9mon),Crawdaunt,,Water,Dark
343,https://bulbapedia.bulbagarden.net/wiki/Baltoy_(Pok%C3%A9mon),Baltoy,,Ground,Psychic
344,https://bulbapedia.bulbagarden.net/wiki/Claydol_(Pok%C3%A9mon),Claydol,,Ground,Psychic
345,https://bulbapedia.bulbagarden.net/wiki/Lileep_(Pok%C3%A9mon),Lileep,,Rock,Grass
346,https://bulbapedia.bulbagarden.net/wiki/Cradily_(Pok%C3%A9mon),Cradily,,Rock,Grass
347,https://bulbapedia.bulbagarden.net/wiki/Anorith_(Pok%C3%A9mon),Anorith,,Rock,Bug
348,https://bulbapedia.bulbagarden.net/wiki/Armaldo_(Pok%C3%A9mon),Armaldo,,Rock,Bug
349,https://bulbapedia.bulbagarden.net/wiki/Feebas_(Pok%C3%A9mon),Feebas,,Water,
350,https://bulbapedia.bulbagarden.net/wiki/Milotic_(Pok%C3%A9mon),Milotic,,Water,
351,https://bulbapedia.bulbagarden.net/wiki/Castform_(Pok%C3%A9mon),Castform,Normal,Normal,
351,https://bulbapedia.bulbagarden.net/wiki/Castform_(Pok%C3%A9mon),Castform,Sunny Form,Fire,
351,https://bulbapedia.bulbagarden.net/wiki/Castform_(Pok%C3%A9mon),Castform,Rainy Form,Water,
351,https://bulbapedia.bulbagarden.net/wiki/Castform_(Pok%C3%A9mon),Castform,Snowy Form,Ice,
352,https://bulbapedia.bulbagarden.net/wiki/Kecleon_(Pok%C3%A9mon),Kecleon,,Normal,
353,https://bulbapedia.bulbagarden.net/wiki/Shuppet_(Pok%C3%A9mon),Shuppet,,Ghost,
354,https://bulbapedia.bulbagarden.net/wiki/Banette_(Pok%C3%A9mon),Banette,,Ghost,
355,https://bulbapedia.bulbagarden.net/wiki/Duskull_(Pok%C3%A9mon),Duskull,,Ghost,
356,https://bulbapedia.bulbagarden.net/wiki/Dusclops_(Pok%C3%A9mon),Dusclops,,Ghost,
357,https://bulbapedia.bulbagarden.net/wiki/Tropius_(Pok%C3%A9mon),Tropius,,Grass,Flying
358,https://bulbapedia.bulbagarden.net/wiki/Chimecho_(Pok%C3%A9mon),Chimecho,,Psychic,
359,https://bulbapedia.bulbagarden.net/wiki/Absol_(Pok%C3%A9mon),Absol,,Dark,
360,https://bulbapedia.bulbagarden.net/wiki/Wynaut_(Pok%C3%A9mon),Wynaut,,Psychic,
361,https://bulbapedia.bulbagarden.net/wiki/Snorunt_(Pok%C3%A9mon),Snorunt,,Ice,
362,https://bulbapedia.bulbagarden.net/wiki/Glalie_(Pok%C3%A9mon),Glalie,,Ice,
363,https://bulbapedia.bulbagarden.net/wiki/Spheal_(Pok%C3%A9mon),Spheal,,Ice,Water
364,https://bulbapedia.bulbagarden.net/wiki/Sealeo_(Pok%C3%A9mon),Sealeo,,Ice,Water
365,https://bulbapedia.bulbagarden.net/wiki/Walrein_(Pok%C3%A9mon),Walrein,,Ice,Water
366,https://bulbapedia.bulbagarden.net/wiki/Clamperl_(Pok%C3%A9mon),Clamperl,,Water,
367,https://bulbapedia.bulbagarden.net/wiki/Huntail_(Pok%C3%A9mon),Huntail,,Water,
368,https://bulbapedia.bulbagarden.net/wiki/Gorebyss_(Pok%C3%A9mon),Gorebyss,,Water,
369,https://bulbapedia.bulbagarden.net/wiki/Relicanth_(Pok%C3%A9mon),Relicanth,,Water,Rock
370,https://bulbapedia.bulbagarden.net/wiki/Luvdisc_(Pok%C3%A9mon),Luvdisc,,Water,
371,https://bulbapedia.bulbagarden.net/wiki/Bagon_(Pok%C3%A9mon),Bagon,,Dragon,
372,https://bulbapedia.bulbagarden.net/wiki/Shelgon_(Pok%C3%A9mon),Shelgon,,Dragon,
373,https://bulbapedia.bulbagarden.net/wiki/Salamence_(Pok%C3%A9mon),Salamence,,Dragon,Flying
374,https://bulbapedia.bulbagarden.net/wiki/Beldum_(Pok%C3%A9mon),Beldum,,Steel,Psychic
375,https://bulbapedia.bulbagarden.net/wiki/Metang_(Pok%C3%A9mon),Metang,,Steel,Psychic
376,https://bulbapedia.bulbagarden.net/wiki/Metagross_(Pok%C3%A9mon),Metagross,,Steel,Psychic
377,https://bulbapedia.bulbagarden.net/wiki/Regirock_(Pok%C3%A9mon),Regirock,,Rock,
378,https://bulbapedia.bulbagarden.net/wiki/Regice_(Pok%C3%A9mon),Regice,,Ice,
379,https://bulbapedia.bulbagarden.net/wiki/Registeel_(Pok%C3%A9mon),Registeel,,Steel,
380,https://bulbapedia.bulbagarden.net/wiki/Latias_(Pok%C3%A9mon),Latias,,Dragon,Psychic
381,https://bulbapedia.bulbagarden.net/wiki/Latios_(Pok%C3%A9mon),Latios,,Dragon,Psychic
382,https://bulbapedia.bulbagarden.net/wiki/Kyogre_(Pok%C3%A9mon),Kyogre,,Water,
383,https://bulbapedia.bulbagarden.net/wiki/Groudon_(Pok%C3%A9mon),Groudon,,Ground,
384,https://bulbapedia.bulbagarden.net/wiki/Rayquaza_(Pok%C3%A9mon),Rayquaza,,Dragon,Flying
385,https://bulbapedia.bulbagarden.net/wiki/Jirachi_(Pok%C3%A9mon),Jirachi,,Steel,Psychic
386,https://bulbapedia.bulbagarden.net/wiki/Deoxys_(Pok%C3%A9mon),Deoxys,Normal Forme,Psychic,
386,https://bulbapedia.bulbagarden.net/wiki/Deoxys_(Pok%C3%A9mon),Deoxys,Attack Forme,Psychic,
386,https://bulbapedia.bulbagarden.net/wiki/Deoxys_(Pok%C3%A9mon),Deoxys,Defense Forme,Psychic,
386,https://bulbapedia.bulbagarden.net/wiki/Deoxys_(Pok%C3%A9mon),Deoxys,Speed Forme,Psychic,
387,https://bulbapedia.bulbagarden.net/wiki/Turtwig_(Pok%C3%A9mon),Turtwig,,Grass,
388,https://bulbapedia.bulbagarden.net/wiki/Grotle_(Pok%C3%A9mon),Grotle,,Grass,
389,https://bulbapedia.bulbagarden.net/wiki/Torterra_(Pok%C3%A9mon),Torterra,,Grass,Ground
390,https://bulbapedia.bulbagarden.net/wiki/Chimchar_(Pok%C3%A9mon),Chimchar,,Fire,
391,https://bulbapedia.bulbagarden.net/wiki/Monferno_(Pok%C3%A9mon),Monferno,,Fire,Fighting
392,https://bulbapedia.bulbagarden.net/wiki/Infernape_(Pok%C3%A9mon),Infernape,,Fire,Fighting
393,https://bulbapedia.bulbagarden.net/wiki/Piplup_(Pok%C3%A9mon),Piplup,,Water,
394,https://bulbapedia.bulbagarden.net/wiki/Prinplup_(Pok%C3%A9mon),Prinplup,,Water,
395,https://bulbapedia.bulbagarden.net/wiki/Empoleon_(Pok%C3%A9mon),Empoleon,,Water,Steel
396,https://bulbapedia.bulbagarden.net/wiki/Starly_(Pok%C3%A9mon),Starly,,Normal,Flying
397,https://bulbapedia.bulbagarden.net/wiki/Staravia_(Pok%C3%A9mon),Staravia,,Normal,Flying
398,https://bulbapedia.bulbagarden.net/wiki/Staraptor_(Pok%C3%A9mon),Staraptor,,Normal,Flying
399,https://bulbapedia.bulbagarden.net/wiki/Bidoof_(Pok%C3%A9mon),Bidoof,,Normal,
400,https://bulbapedia.bulbagarden.net/wiki/Bibarel_(Pok%C3%A9mon),Bibarel,,Normal,Water
401,https://bulbapedia.bulbagarden.net/wiki/Kricketot_(Pok%C3%A9mon),Kricketot,,Bug,
402,https://bulbapedia.bulbagarden.net/wiki/Kricketune_(Pok%C3%A9mon),Kricketune,,Bug,
403,https://bulbapedia.bulbagarden.net/wiki/Shinx_(Pok%C3%A9mon),Shinx,,Electric,
404,https://bulbapedia.bulbagarden.net/wiki/Luxio_(Pok%C3%A9mon),Luxio,,Electric,
405,https://bulbapedia.bulbagarden.net/wiki/Luxray_(Pok%C3%A9mon),Luxray,,Electric,
406,https://bulbapedia.bulbagarden.net/wiki/Budew_(Pok%C3%A9mon),Budew,,Grass,Poison
407,https://bulbapedia.bulbagarden.net/wiki/Roserade_(Pok%C3%A9mon),Roserade,,Grass,Poison
408,https://bulbapedia.bulbagarden.net/wiki/Cranidos_(Pok%C3%A9mon),Cranidos,,Rock,
409,https://bulbapedia.bulbagarden.net/wiki/Rampardos_(Pok%C3%A9mon),Rampardos,,Rock,
410,https://bulbapedia.bulbagarden.net/wiki/Shieldon_(Pok%C3%A9mon),Shieldon,,Rock,Steel
411,https://bulbapedia.bulbagarden.net/wiki/Bastiodon_(Pok%C3%A9mon),Bastiodon,,Rock,Steel
412,https://bulbapedia.bulbagarden.net/wiki/Burmy_(Pok%C3%A9mon),Burmy,Plant Cloak,Bug,
412,https://bulbapedia.bulbagarden.net/wiki/Burmy_(Pok%C3%A9mon),Burmy,Sandy Cloak,Bug,
412,https://bulbapedia.bulbagarden.net/wiki/Burmy_(Pok%C3%A9mon),Burmy,Trash Cloak,Bug,
413,https://bulbapedia.bulbagarden.net/wiki/Wormadam_(Pok%C3%A9mon),Wormadam,Plant Cloak,Bug,Grass
413,https://bulbapedia.bulbagarden.net/wiki/Wormadam_(Pok%C3%A9mon),Wormadam,Sandy Cloak,Bug,Ground
413,https://bulbapedia.bulbagarden.net/wiki/Wormadam_(Pok%C3%A9mon),Wormadam,Trash Cloak,Bug,Steel
414,https://bulbapedia.bulbagarden.net/wiki/Mothim_(Pok%C3%A9mon),Mothim,,Bug,Flying
415,https://bulbapedia.bulbagarden.net/wiki/Combee_(Pok%C3%A9mon),Combee,,Bug,Flying
416,https://bulbapedia.bulbagarden.net/wiki/Vespiquen_(Pok%C3%A9mon),Vespiquen,,Bug,Flying
417,https://bulbapedia.bulbagarden.net/wiki/Pachirisu_(Pok%C3%A9mon),Pachirisu,,Electric,
418,https://bulbapedia.bulbagarden.net/wiki/Buizel_(Pok%C3%A9mon),Buizel,,Water,
419,https://bulbapedia.bulbagarden.net/wiki/Floatzel_(Pok%C3%A9mon),Floatzel,,Water,
420,https://bulbapedia.bulbagarden.net/wiki/Cherubi_(Pok%C3%A9mon),Cherubi,,Grass,
421,https://bulbapedia.bulbagarden.net/wiki/Cherrim_(Pok%C3%A9mon),Cherrim,Overcast Form,Grass,
421,https://bulbapedia.bulbagarden.net/wiki/Cherrim_(Pok%C3%A9mon),Cherrim,Sunshine Form,Grass,
422,https://bulbapedia.bulbagarden.net/wiki/Shellos_(Pok%C3%A9mon),Shellos,West Sea,Water,
422,https://bulbapedia.bulbagarden.net/wiki/Shellos_(Pok%C3%A9mon),Shellos,East Sea,Water,
423,https://bulbapedia.bulbagarden.net/wiki/Gastrodon_(Pok%C3%A9mon),Gastrodon,West Sea,Water,Ground
423,https://bulbapedia.bulbagarden.net/wiki/Gastrodon_(Pok%C3%A9mon),Gastrodon,East Sea,Water,Ground
424,https://bulbapedia.bulbagarden.net/wiki/Ambipom_(Pok%C3%A9mon),Ambipom,,Normal,
425,https://bulbapedia.bulbagarden.net/wiki/Drifloon_(Pok%C3%A9mon),Drifloon,,Ghost,Flying
426,https://bulbapedia.bulbagarden.net/wiki/Drifblim_(Pok%C3%A9mon),Drifblim,,Ghost,Flying
427,https://bulbapedia.bulbagarden.net/wiki/Buneary_(Pok%C3%A9mon),Buneary,,Normal,
428,https://bulbapedia.bulbagarden.net/wiki/Lopunny_(Pok%C3%A9mon),Lopunny,,Normal,
429,https://bulbapedia.bulbagarden.net/wiki/Mismagius_(Pok%C3%A9mon),Mismagius,,Ghost,
430,https://bulbapedia.bulbagarden.net/wiki/Honchkrow_(Pok%C3%A9mon),Honchkrow,,Dark,Flying
431,https://bulbapedia.bulbagarden.net/wiki/Glameow_(Pok%C3%A9mon),Glameow,,Normal,
432,https://bulbapedia.bulbagarden.net/wiki/Purugly_(Pok%C3%A9mon),Purugly,,Normal,
433,https://bulbapedia.bulbagarden.net/wiki/Chingling_(Pok%C3%A9mon),Chingling,,Psychic,
434,https://bulbapedia.bulbagarden.net/wiki/Stunky_(Pok%C3%A9mon),Stunky,,Poison,Dark
435,https://bulbapedia.bulbagarden.net/wiki/Skuntank_(Pok%C3%A9mon),Skuntank,,Poison,Dark
